##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
PROV1224;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Sinuiju;Сингисю;;;X
PROV1225;Cheongjin;Cheongjin;Cheongjin;Chongjin;Cheongjin;Cheongjin;Cheongjin;Чхонджин;;;X
PROV1226;Ganggye;Ganggye;Ganggye;Ganggye;Ganggye;Ganggye;Ganggye;Канге;;;X
PROV1227;Hamheung;Hamheung;Hamheung;Hamhung;Hamheung;Hamheung;Hamheung;Хамхын;;;X
PROV1228;Seoul;Seoul;Seoul;Seъl;Seoul;Seoul;Seoul;Сеул;;;X
PROV1229;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Daejeon;Дайчжон;;;X
PROV1230;Gwangju;Gwangju;Gwangju;Kwangju;Gwangju;Gwangju;Gwangju;Гванджу;;;X
PROV1231;Daegu;Daegu;Daegu;Degъ;Daegu;Daegu;Daegu;Дэгу;;;X
PROV1232;Busan;Busan;Busan;Buzan;Busan;Busan;Busan;Пусан;;;X
PROV1233;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Chuncheon;Чхунчхон;;;X
PROV1234;Buna;Buna;Buna;Buna;Buna;Buna;Buna;Буна;;;X
PROV1235;Fuxin;Fuxin;Fuxin;Fuxin;Fuxin;Fuxin;Fuxin;Фусинь;;;X
PROV1236;Chengde;Chengde;Chengde;Chengdu;Chengde;Chengde;Chengde;Чэнде;;;X
PROV1237;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Ulayanqada;Улаянкьяда;;;X
PROV1238;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Huhehaote;Хух-Хото;;;X
PROV1239;Jining;Jining;Jining;Xining;Jining;Jining;Jining;Цзинин;;;X
PROV1240;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Sili-yin Qota;Сили-инь Кота;;;X
PROV1241;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Tianjin;Тяньцзинь;;;X
PROV1242;Shijazhuang;Shijazhuang;Shijazhuang;Shijiazhuang;Shijazhuang;Shijazhuang;Shijazhuang;Сычуань;;;X
PROV1243;Baoding;Baoding;Baoding;Baoding;Baoding;Baoding;Baoding;Баодин;;;X
PROV1244;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Changzhou;Чанчжоу;;;X
PROV1245;Tangshan;Tangshan;Tangshan;Tangshan;Tangshan;Tangshan;Tangshan;Таншань;;;X
PROV1246;Zhangyuan;Zhangyuan;Zhangyuan;Zhang yuan;Zhangyuan;Zhangyuan;Zhangyuan;Чангуань;;;X
PROV1247;Beijing;Beijing;Beijing;Beijing;Beijing;Beijing;Beijing;Пекин;;;X
PROV1248;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;Changzhi;Чанчжи;;;X
PROV1249;Yangquan;Yangquan;Yangquan;Yangquan;Yangquan;Yangquan;Yangquan;Янцюань;;;X
PROV1250;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Lingqiu;Линцю;;;X
PROV1251;Datong;Datong;Datong;Datong;Datong;Datong;Datong;Датун;;;X
PROV1252;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Taiyuan;Тайюань;;;X
PROV1253;Linfen;Linfen;Linfen;Linfen;Linfen;Linfen;Linfen;Линфен;;;X
PROV1254;Hequ;Hequ;Hequ;Hequ;Hequ;Hequ;Hequ;Хекю;;;X
PROV1255;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Pingliang;Пинлян;;;X
PROV1256;Baoji;Baoji;Baoji;Baoji;Baoji;Baoji;Baoji;Баоцзи;;;X
PROV1257;Tongguan;Tongguan;Tongguan;Tongguan;Tongguan;Tongguan;Tongguan;Дунгуань;;;X
PROV1258;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Xi'an;Сиань;;;X
PROV1259;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Yan'an;Яньань;;;X
PROV1260;Yulin;Yulin;Yulin;Yulin;Yulin;Yulin;Yulin;Юйлинь;;;X
PROV1261;Longnan;Longnan;Longnan;Longnan;Longnan;Longnan;Longnan;Лоннань;;;X
PROV1262;Linxia;Linxia;Linxia;Linxia;Linxia;Linxia;Linxia;Линься;;;X
PROV1263;Tianshoui;Tianshoui;Tianshoui;Tianshoui;Tianshoui;Tianshoui;Tianshoui;Тяньшуй;;;X
PROV1264;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Lanzhou;Ланьчжоу;;;X
PROV1265;Zhangye;Zhangye;Zhangye;Zhangye;Zhangye;Zhangye;Zhangye;Чжанъе;;;X
PROV1266;Yumen;Yumen;Yumen;Yumen;Yumen;Yumen;Yumen;Юмен;;;X
PROV1267;Ankang;Ankang;Ankang;Ankang;Ankang;Ankang;Ankang;Анькан;;;X
PROV1268;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Yinchuan;Иньчуань;;;X
PROV1269;Uqai;Uqai;Uqai;Uqai;Uqai;Uqai;Uqai;Укай;;;X
PROV1270;Linhe;Linhe;Linhe;Linhe;Linhe;Linhe;Linhe;Линхе;;;X
PROV1271;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Wuzhong;Вучжун;;;X
PROV1272;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Bayan Hot;Баян Хот;;;X
PROV1273;Aletai;Aletai;Aletai;Aletai;Aletai;Aletai;Aletai;Алетай;;;X
PROV1274;Qarqan;Qarqan;Qarqan;Qarqan;Qarqan;Qarqan;Qarqan;Каркан;;;X
PROV1275;Aqsu;Aqsu;Aqsu;Aqsu;Aqsu;Aqsu;Aqsu;Аксу;;;X
PROV1276;Karamay;Karamay;Karamay;Karamay;Karamay;Karamay;Karamay;Карамай;;;X
PROV1277;Qumul;Qumul;Qumul;Qumul;Qumul;Qumul;Qumul;Хами;;;X
PROV1278;Sumdo;Sumdo;Sumdo;Sumdo;Sumdo;Sumdo;Sumdo;Сумдо;;;X
PROV1279;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Kashgar;Кашгар;;;X
PROV1280;Ghulja;Ghulja;Ghulja;Ghulja;Ghulja;Ghulja;Ghulja;Чуля;;;X
PROV1281;Urumqi;Urumqi;Urumqi;Urumqi;Urumqi;Urumqi;Urumqi;Урумчи;;;X
PROV1282;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Hotan;Хотан;;;X
PROV1283;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Ge'ermu;Гээрму;;;X
PROV1284;Xining;Xining;Xining;Xining;Xining;Xining;Xining;Синин;;;X
PROV1285;Yushu;Yushu;Yushu;Yushu;Yushu;Yushu;Yushu;Юйшу;;;X
PROV1286;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Senge Khabab;Сенге Кхабаб;;;X
PROV1287;Gertse;Gertse;Gertse;Gertse;Gertse;Gertse;Gertse;Гертсе;;;X
PROV1288;Shigatse;Shigatse;Shigatse;Shigatse;Shigatse;Shigatse;Shigatse;Шигатсе;;;X
PROV1289;Lhasa;Lhasa;Lhasa;Lhasa;Lhasa;Lhasa;Lhasa;Лхаса;;;X
PROV1290;Riwoche;Riwoche;Riwoche;Riwoche;Riwoche;Riwoche;Riwoche;Рифоше;;;X
PROV1291;Xichang;Xichang;Xichang;Xichang;Xichang;Xichang;Xichang;Сичань;;;X
PROV1292;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Ya'an;Яань;;;X
PROV1293;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Panzhihua;Паньчжихуа;;;X
PROV1294;Chamdo;Chamdo;Chamdo;Chamdo;Chamdo;Chamdo;Chamdo;Чамдо;;;X
PROV1295;Nyingchi;Nyingchi;Nyingchi;Nyingchi;Nyingchi;Nyingchi;Nyingchi;Ньингчи;;;X
PROV1296;Guanxian;Guanxian;Guanxian;Guanxian;Guanxian;Guanxian;Guanxian;Гуаньсянь;;;X
PROV1297;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Chengdu;Чэнду;;;X
PROV1298;Luzhou;Luzhou;Luzhou;Luzhou;Luzhou;Luzhou;Luzhou;Лучжоу;;;X
PROV1299;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;Chongqing;Чунцин;;;X
PROV1300;Yibin;Yibin;Yibin;Yibin;Yibin;Yibin;Yibin;Ибинь;;;X
PROV1301;Fuling;Fuling;Fuling;Fuling;Fuling;Fuling;Fuling;Фулинь;;;X
PROV1302;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Wanxian;Ваньсянь;;;X
PROV1303;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;Anshun;Аньшунь;;;X
PROV1304;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Zunyi;Цзуньи;;;X
PROV1305;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Guiyang;Гуйян;;;X
PROV1306;Kaili;Kaili;Kaili;Kaili;Kaili;Kaili;Kaili;Кайли;;;X
PROV1307;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;Huaihua;Хуайхуа;;;X
PROV1308;Changsha;Changsha;Changsha;Changsha;Changsha;Changsha;Changsha;Чанша;;;X
PROV1309;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Xiangtan;Сянтань;;;X
PROV1310;Changde;Changde;Changde;Changde;Changde;Changde;Changde;Чандэ;;;X
PROV1311;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Chenzhou;Чэньчжоу;;;X
PROV1312;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Hengyang;Хэнъян;;;X
PROV1313;Shashi;Shashi;Shashi;Shashi;Shashi;Shashi;Shashi;Шаши;;;X
PROV1314;Shiyan;Shiyan;Shiyan;Shiyan;Shiyan;Shiyan;Shiyan;Шиянь;;;X
PROV1315;Yichang;Yichang;Yichang;Yichang;Yichang;Yichang;Yichang;Ичан;;;X
PROV1316;Suizhou;Suizhou;Suizhou;Suizhou;Suizhou;Suizhou;Suizhou;Суйчжоу;;;X
PROV1317;Wuhan;Wuhan;Wuhan;Wuhan;Wuhan;Wuhan;Wuhan;Ухань;;;X
PROV1318;Huangshi;Huangshi;Huangshi;Huangshi;Huangshi;Huangshi;Huangshi;Хуанши;;;X
PROV1319;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Kaifeng;Кайфэн;;;X
PROV1320;Xuchang;Xuchang;Xuchang;Xuchang;Xuchang;Xuchang;Xuchang;Сюйчан;;;X
PROV1321;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Xinxiang;Синьсян;;;X
PROV1322;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Luoyang;Лоян;;;X
PROV1323;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;Anyang;Аньян;;;X
PROV1324;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Zhengzhou;Чжэнчжоу;;;X
PROV1325;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Nanyang;Наньян;;;X
PROV1326;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Xinyang;Синьян;;;X
PROV1327;Heze;Heze;Heze;Heze;Heze;Heze;Heze;Хэцзэ;;;X
PROV1328;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;Qingdao;Циндао;;;X
PROV1329;Weifang;Weifang;Weifang;Weifang;Weifang;Weifang;Weifang;Вэйфан;;;X
PROV1330;Jinan;Jinan;Jinan;Jinan;Jinan;Jinan;Jinan;Цзинань;;;X
PROV1331;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;Yantai;Яньтай;;;X
PROV1332;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Zaozhuang;Цзаочжуан;;;X
PROV1333;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Huaiyin;Хуайинь;;;X
PROV1334;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;Nantong;Наньтун;;;X
PROV1335;Yancheng;Yancheng;Yancheng;Yancheng;Yancheng;Yancheng;Yancheng;Яньчэн;;;X
PROV1336;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Xuzhou;Сюйчжоу;;;X
PROV1337;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Nanjing;Нанкин;;;X
PROV1338;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Shanghai;Шанхай;;;X
PROV1339;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;Suzhou;Сучжоу;;;X
PROV1340;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;Hefei;Хэфэй;;;X
PROV1341;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Fuyang;Фуян;;;X
PROV1342;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Xuanzhou;Сюаньчжоу;;;X
PROV1343;Huainan;Huainan;Huainan;Huainan;Huainan;Huainan;Huainan;Хуайнань;;;X
PROV1344;Anqing;Anqing;Anqing;Anqing;Anqing;Anqing;Anqing;Аньцин;;;X
PROV1345;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Hangzhou;Ханчжоу;;;X
PROV1346;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Ningbo;Нинбо;;;X
PROV1347;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Wenzhou;Вэньчжоу;;;X
PROV1348;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Jinhua;Цзиньхуа;;;X
PROV1349;Xingan;Xingan;Xingan;Xingan;Xingan;Xingan;Xingan;Синьгань;;;X
PROV1350;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Jingdezhen;Цзиньдэчжэнь;;;X
PROV1351;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Shangrao;Шанжао;;;X
PROV1352;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;Nanchang;Наньчан;;;X
PROV1353;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Jiujiang;Цзюцзян;;;X
PROV1354;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ganzhou;Ганьчжоу;;;X
PROV1355;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Ji'an;Цзиань;;;X
PROV1356;Zhangzhou;Zhangzhou;Zhangzhou;Zhangzhou;Zhangzhou;Zhangzhou;Zhangzhou;Чжанчжоу;;;X
PROV1357;Nanping;Nanping;Nanping;Nanping;Nanping;Nanping;Nanping;Наньпин;;;X
PROV1358;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Fuzhou;Фучжоу;;;X
PROV1359;Sanming;Sanming;Sanming;Sanming;Sanming;Sanming;Sanming;Саньмин;;;X
PROV1360;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Xiamen;Сямэнь;;;X
PROV1361;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Gaoxiong;Гаосюн;;;X
PROV1362;Taipei;Taipei;Taipei;Taipei;Taipei;Taipei;Taipei;Тайбэй;;;X
PROV1363;Taizhong;Taizhong;Taizhong;Taizhong;Taizhong;Taizhong;Taizhong;Тайчжун;;;X
PROV1364;Hualian;Hualian;Hualian;Hualian;Hualian;Hualian;Hualian;Хуалянь;;;X
PROV1365;Haikou;Haikou;Haikou;Haikou;Haikou;Haikou;Haikou;Хайкоу;;;X
PROV1366;Lake;Lake;Lake;Lago;Lake;Jezioro;Lake;Озеро;;;X
PROV1367;Naoming;Naoming;Naoming;Naoming;Naoming;Naoming;Naoming;Наомин;;;X
PROV1368;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Shaoguan;Шаогуань;;;X
PROV1369;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Guangzhou;Гуанчжоу;;;X
PROV1370;Lufeng;Lufeng;Lufeng;Lufeng;Lufeng;Lufeng;Lufeng;Луфэн;;;X
PROV1371;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Hong Kong;Гонконг;;;X
PROV1372;Macao;Macao;Macao;Macao;Macao;Macao;Macao;Макао;;;X
PROV1373;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Jiangmen;Цзянмэнь;;;X
PROV1374;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Pingxiang;Пинсян;;;X
PROV1375;Shantou;Shantou;Shantou;Shantou;Shantou;Shantou;Shantou;Шаньтоу;;;X
PROV1376;Debao;Debao;Debao;Debao;Debao;Debao;Debao;Дэбао;;;X
PROV1377;Yulin;Yulin;Yulin;Yulin;Yulin;Yulin;Yulin;Юйлинь;;;X
PROV1378;Guilin;Guilin;Guilin;Guilin;Guilin;Guilin;Guilin;Гуйлинь;;;X
PROV1379;Nanning;Nanning;Nanning;Nanning;Nanning;Nanning;Nanning;Наньнин;;;X
PROV1380;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Liuzhou;Лючжоу;;;X
PROV1381;Bose;Bose;Bose;Bose;Bose;Bose;Bose;Босэ;;;X
PROV1382;Hechi;Hechi;Hechi;Hechi;Hechi;Hechi;Hechi;Хэчи;;;X
PROV1383;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Wuzhou;Учжоу;;;X
PROV1384;Luxi;Luxi;Luxi;Luxi;Luxi;Luxi;Luxi;Луси;;;X
PROV1385;Dali;Dali;Dali;Dali;Dali;Dali;Dali;Дали;;;X
PROV1386;Pu'er;Pu'er;Pu'er;Pu'er;Pu'er;Pu'er;Pu'er;Пуэр;;;X
PROV1387;Jinghong;Jinghong;Jinghong;Jinghong;Jinghong;Jinghong;Jinghong;Цзинхун;;;X
PROV1388;Gejiu;Gejiu;Gejiu;Gejiu;Gejiu;Gejiu;Gejiu;Гэцзю;;;X
PROV1389;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Baoshan;Баошань;;;X
PROV1390;Kunming;Kunming;Kunming;Kunming;Kunming;Kunming;Kunming;Куньмин;;;X
PROV1391;Muang Xaignabouli;Muang Xaignabouli;Muang Xaignabouli;Muang Xaignabouli;Muang Xaignabouli;Muang Xaignabouli;Muang Xaignabouli;Сайнябули;;;X
PROV1392;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Hai Phong;Хайфон;;;X
PROV1393;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Hoa Binh;Хоабинь;;;X
PROV1394;Pakxe;Pakxe;Pakxe;Pakxe;Pakxe;Pakxe;Pakxe;Паксе;;;X
PROV1395;Hanoi;Hanoi;Hanoi;Hanoi;Hanoi;Hanoi;Hanoi;Ханой;;;X
PROV1396;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Dong Hoi;Донг Хой;;;X
PROV1397;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Da Nang;Дананг;;;X
PROV1398;Lumphat;Lumphat;Lumphat;Lumphat;Lumphat;Lumphat;Lumphat;Лумпхат;;;X
PROV1399;Saigon;Saigon;Saigon;Saigon;Saigon;Saigon;Saigon;Сайгон;;;X
PROV1400;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Phnom Penh;Пномпень;;;X
PROV1401;Siem Reap;Siem Reap;Siem Reap;Siem Reap;Siem Reap;Siem Reap;Siem Reap;Сием-Рип;;;X
PROV1402;Battambang;Battambang;Battambang;Battambang;Battambang;Battambang;Battambang;Баттамбанг;;;X
PROV1403;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Can Tho;Кан-Тхо;;;X
PROV1404;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Muang Xay;Муан-Ксай;;;X
PROV1405;Vientiane;Vientiane;Vientiane;Vientiane;Vientiane;Vientiane;Vientiane;Вьентьян;;;X
PROV1406;Haka;Haka;Haka;Haka;Haka;Haka;Haka;Хака;;;X
PROV1407;Indaw;Indaw;Indaw;Indaw;Indaw;Indaw;Indaw;Indaw;;;X
PROV1408;Myitkyina;Myitkyina;Myitkyina;Myitkyina;Myitkyina;Myitkyina;Myitkyina;Mьичина;;;X
PROV1409;Lashio;Lashio;Lashio;Lashio;Lashio;Lashio;Lashio;Лашио;;;X
PROV1410;Mandalay;Mandalay;Mandalay;Mandalay;Mandalay;Mandalay;Mandalay;Mандалай;;;X
PROV1411;Pakokdu;Pakokdu;Pakokdu;Pakokdu;Pakokdu;Pakokdu;Pakokdu;Пакокку;;;X
PROV1412;Taunggyi;Taunggyi;Taunggyi;Taunggyi;Taunggyi;Taunggyi;Taunggyi;Таунггыи;;;X
PROV1413;Kengtung;Kengtung;Kengtung;Kengtung;Kengtung;Kengtung;Kengtung;Кентун;;;X
PROV1414;Putao;Putao;Putao;Putao;Putao;Putao;Putao;Путао;;;X
PROV1415;Rangoon;Rangoon;Rangoon;Rangoon;Rangoon;Rangoon;Rangoon;Рангун;;;X
PROV1416;Moulmein;Moulmein;Moulmein;Moulmein;Moulmein;Moulmein;Moulmein;Моулмейн;;;X
PROV1417;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Pegu;Пегу;;;X
PROV1418;Tavoy;Tavoy;Tavoy;Tavoy;Tavoy;Tavoy;Tavoy;Тавой;;;X
PROV1419;Bassein;Bassein;Bassein;Bassein;Bassein;Bassein;Bassein;Бассейн;;;X
PROV1420;Akyab;Akyab;Akyab;Akyab;Akyab;Akyab;Akyab;Акьяб;;;X
PROV1421;Port Blair;Port Blair;Port Blair;Port Blair;Port Blair;Port Blair;Port Blair;Порт Блаир;;;X
PROV1422;Chon Buri;Chon Buri;Chon Buri;Chon Buri;Chon Buri;Chon Buri;Chon Buri;Чонбури;;;X
PROV1423;Bangkok;Bangkok;Bangkok;Bangkok;Bangkok;Bangkok;Bangkok;Бангкок;;;X
PROV1424;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Nakhon Sawan;Накхон Саван;;;X
PROV1425;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Chiang Mai;Чианг Маи;;;X
PROV1426;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Phitsanulok;Пхитсанулок;;;X
PROV1427;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Khon Kaen;Кхонкэн;;;X
PROV1428;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Phetchabun;Пхетчабун;;;X
PROV1429;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Prachuap Khiri Khan;Прачуапкхирикхан;;;X
PROV1430;Surat Thani;Surat Thani;Surat Thani;Surat Thani;Surat Thani;Surat Thani;Surat Thani;Сураттани;;;X
PROV1431;Songhla;Songhla;Songhla;Songhla;Songhla;Songhla;Songhla;Сонгхла;;;X
PROV1432;Singapore;Singapore;Singapore;Singapur;Singapore;Singapore;Singapore;Сингапур;;;X
PROV1433;Kota Bahru;Kota Bahru;Kota Bahru;Kota Bahru;Kota Bahru;Kota Bahru;Kota Bahru;Кота-Бару;;;X
PROV1434;Alor Setar;Alor Setar;Alor Setar;Alor Setar;Alor Setar;Alor Setar;Alor Setar;Алор-Сетар;;;X
PROV1435;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ipoh;Ипох;;;X
PROV1436;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Kuantan;Куантан;;;X
PROV1437;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Johor Bahru;Джохор-Бару;;;X
PROV1438;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Kuala Lumpur;Куала-Лумпур;;;X
PROV1439;Gauhati;Gauhati;Gauhati;Gauhati;Gauhati;Gauhati;Gauhati;Гаухати;;;X
PROV1440;Aijal;Aijal;Aijal;Aijal;Aijal;Aijal;Aijal;Айджал;;;X
PROV1441;Dibrugarh;Dibrugarh;Dibrugarh;Dibrugarh;Dibrugarh;Dibrugarh;Dibrugarh;Дибругарх;;;X
PROV1442;Imphal;Imphal;Imphal;Imphal;Imphal;Imphal;Imphal;Импхал;;;X
PROV1443;Dhubri;Dhubri;Dhubri;Dhubri;Dhubri;Dhubri;Dhubri;Дхубри;;;X
PROV1444;Khulna;Khulna;Khulna;Khulna;Khulna;Khulna;Khulna;Кхулна;;;X
PROV1445;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Dhaka;Дхака;;;X
PROV1446;Siliguri;Siliguri;Siliguri;Siliguri;Siliguri;Е’iliguri;Siliguri;Силигури;;;X
PROV1447;Calcutta;Calcutta;Calcutta;Calcuta;Calcutta;Calcutta;Calcutta;Калькутта;;;X
PROV1448;Kharagpur;Kharagpur;Kharagpur;Kharagpur;Kharagpur;Kharagpur;Kharagpur;Харагпур;;;X
PROV1449;Rajshahi;Rajshahi;Rajshahi;Rajshahi;Rajshahi;Rajshahi;Rajshahi;Раджшахи;;;X
PROV1450;Cattagram;Cattagram;Cattagram;Cattagram;Cattagram;Cattagram;Cattagram;Каттагарам;;;X
PROV1451;Dehradun;Dehradun;Dehradun;Dehradun;Dehradun;Dehradun;Dehradun;Дехрадун;;;X
PROV1452;Gangtok;Gangtok;Gangtok;Gangtok;Gangtok;Gangtok;Gangtok;Гангток;;;X
PROV1453;Dharmasala;Dharmasala;Dharmasala;Dharmasala;Dharmasala;Dharmasala;Dharmasala;Дхарамсала;;;X
PROV1454;Simla;Simla;Simla;Simla;Simla;Е’imla;Simla;Шимла;;;X
PROV1455;Itanagar;Itanagar;Itanagar;Itanagar;Itanagar;Itanagar;Itanagar;Итанагар;;;X
PROV1456;Punakha;Punakha;Punakha;Punakha;Punakha;Punakha;Punakha;Пунакха;;;X
PROV1457;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Kathmandu;Катманду;;;X
PROV1458;Mipi;Mipi;Mipi;Mipi;Mipi;Mipi;Mipi;Мипи;;;X
PROV1459;Delhi;Delhi;Delhi;Delhi;Delhi;Delhi;Delhi;Дели;;;X
PROV1460;Merath;Merath;Merath;Merath;Merath;Merath;Merath;Мератх;;;X
